         7076151 function calls (6986028 primitive calls) in 66.852 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:140(_create_pdf_info_dict)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1414(<listcomp>)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1428(alphaState)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1493(writeExtGSTates)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1502(_write_soft_mask_groups)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1526(writeHatches)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1587(writeGouraudTriangles)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1755(writeImages)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1794(writeMarkers)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1824(writePathCollectionTemplates)
       84    0.000    0.000    0.004    0.000 backend_pdf.py:1845(pathOperations)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:185(<dictcomp>)
       84    0.000    0.000    0.006    0.000 backend_pdf.py:1853(writePath)
       27    0.000    0.000    0.000    0.000 backend_pdf.py:1864(reserveObject)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:187(is_string_like)
       27    0.000    0.000    0.000    0.000 backend_pdf.py:1875(recordXref)
       16    0.000    0.000    0.002    0.000 backend_pdf.py:1878(writeObject)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1882(writeXref)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1895(writeInfoDict)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1901(writeTrailer)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:191(is_date)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1913(RendererPdf)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1918(__init__)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1929(finalize)
      106    0.001    0.000    0.004    0.000 backend_pdf.py:1932(check_gc)
       84    0.000    0.000    0.012    0.000 backend_pdf.py:1992(draw_path)
       77    0.000    0.000    0.017    0.000 backend_pdf.py:2071(draw_markers)
       30    0.000    0.000    0.001    0.000 backend_pdf.py:2153(_setup_textpos)
        8    0.000    0.000    0.004    0.000 backend_pdf.py:2163(draw_mathtext)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:227(_datetime_to_pdf)
       30    0.000    0.000    0.001    0.000 backend_pdf.py:2318(encode_string)
       14    0.000    0.000    0.008    0.001 backend_pdf.py:2323(draw_text)
        6    0.000    0.000    0.001    0.000 backend_pdf.py:2412(<listcomp>)
        8    0.000    0.000    0.001    0.000 backend_pdf.py:2423(_draw_xobject_glyph)
       99    0.000    0.000    0.003    0.000 backend_pdf.py:2434(new_gc)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:2439(GraphicsContextPdf)
      101    0.000    0.000    0.003    0.000 backend_pdf.py:2441(__init__)
       84    0.000    0.000    0.000    0.000 backend_pdf.py:2454(stroke)
       84    0.000    0.000    0.000    0.000 backend_pdf.py:2465(fill)
       84    0.000    0.000    0.001    0.000 backend_pdf.py:2480(paint)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:2490(capstyle_cmd)
        3    0.000    0.000    0.000    0.000 backend_pdf.py:2493(joinstyle_cmd)
       32    0.000    0.000    0.000    0.000 backend_pdf.py:2496(linewidth_cmd)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:2506(alpha_cmd)
 1168/768    0.002    0.000    0.004    0.000 backend_pdf.py:251(pdfRepr)
        4    0.000    0.000    0.000    0.000 backend_pdf.py:2510(hatch_cmd)
        4    0.000    0.000    0.000    0.000 backend_pdf.py:2522(rgb_cmd)
        6    0.000    0.000    0.000    0.000 backend_pdf.py:2530(fillcolor_cmd)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:2538(push)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:2545(pop)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:2551(clip_cmd)
      106    0.001    0.000    0.002    0.000 backend_pdf.py:2585(delta)
       53    0.000    0.000    0.000    0.000 backend_pdf.py:2617(<listcomp>)
        4    0.000    0.000    0.000    0.000 backend_pdf.py:2623(copy_properties)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:2634(finalize)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:2644(PdfPages)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:2761(FigureCanvasPdf)
        1    0.000    0.000    1.107    1.107 backend_pdf.py:2770(print_pdf)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:2808(_BackendPdf)
    28/25    0.000    0.000    0.001    0.000 backend_pdf.py:300(<listcomp>)
       16    0.000    0.000    0.001    0.000 backend_pdf.py:307(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:319(<listcomp>)
       54    0.000    0.000    0.000    0.000 backend_pdf.py:326(_font_supports_glyph)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:341(Reference)
       27    0.000    0.000    0.000    0.000 backend_pdf.py:348(__init__)
       28    0.000    0.000    0.000    0.000 backend_pdf.py:354(pdfRepr)
       16    0.000    0.000    0.002    0.000 backend_pdf.py:357(write)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:364(Name)
      144    0.000    0.000    0.000    0.000 backend_pdf.py:370(__init__)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:387(__lt__)
        6    0.000    0.000    0.000    0.000 backend_pdf.py:390(__hash__)
      167    0.000    0.000    0.000    0.000 backend_pdf.py:397(pdfRepr)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:401(Operator)
       37    0.000    0.000    0.000    0.000 backend_pdf.py:405(__init__)
      327    0.000    0.000    0.000    0.000 backend_pdf.py:411(pdfRepr)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:415(Verbatim)
       84    0.000    0.000    0.000    0.000 backend_pdf.py:417(__init__)
       84    0.000    0.000    0.000    0.000 backend_pdf.py:420(pdfRepr)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:425(Op)
       84    0.000    0.000    0.000    0.000 backend_pdf.py:464(paint_path)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:488(Stream)
       11    0.000    0.000    0.000    0.000 backend_pdf.py:497(__init__)
       11    0.000    0.000    0.000    0.000 backend_pdf.py:536(_writeHeader)
       11    0.000    0.000    0.001    0.000 backend_pdf.py:547(end)
      731    0.001    0.000    0.003    0.000 backend_pdf.py:563(write)
       11    0.000    0.000    0.000    0.000 backend_pdf.py:572(_flush)
        1    0.001    0.001    0.003    0.003 backend_pdf.py:581(_get_pdf_charprocs)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:627(PdfFile)
        1    0.000    0.000    0.001    0.001 backend_pdf.py:630(__init__)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:690(<genexpr>)
        3    0.000    0.000    0.000    0.000 backend_pdf.py:697(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:699(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:702(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:706(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:722(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:735(newPage)
        1    0.001    0.001    0.001    0.001 backend_pdf.py:773(_get_subsetted_psname)
     14/1    0.000    0.000    0.000    0.000 backend_pdf.py:774(toStr)
        1    0.000    0.000    0.018    0.018 backend_pdf.py:789(finalize)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:799(<dictcomp>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:822(close)
      798    0.001    0.000    0.003    0.000 backend_pdf.py:833(write)
      359    0.001    0.000    0.009    0.000 backend_pdf.py:839(output)
      359    0.001    0.000    0.003    0.000 backend_pdf.py:840(<listcomp>)
       11    0.000    0.000    0.000    0.000 backend_pdf.py:843(beginStream)
       13    0.000    0.000    0.001    0.000 backend_pdf.py:847(endStream)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:852(_write_annotations)
       31    0.000    0.000    0.000    0.000 backend_pdf.py:856(fontName)
        1    0.000    0.000    0.018    0.018 backend_pdf.py:909(writeFonts)
      404    0.002    0.000    0.002    0.000 backend_pdf.py:99(fill)
        1    0.000    0.000    0.003    0.003 backend_ps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_ps.py:1388(_BackendPS)
        9    0.000    0.000    0.000    0.000 backend_ps.py:243(_log_if_debug_on)
        1    0.000    0.000    0.000    0.000 backend_ps.py:257(RendererPS)
        1    0.000    0.000    0.000    0.000 backend_ps.py:47(PsBackendHelper)
        1    0.000    0.000    0.000    0.000 backend_ps.py:48(__init__)
        1    0.000    0.000    0.000    0.000 backend_ps.py:817(GraphicsContextPS)
        1    0.000    0.000    0.000    0.000 backend_ps.py:826(_Orientation)
        1    0.000    0.000    0.001    0.001 backend_ps.py:833(FigureCanvasPS)
        1    0.000    0.000    0.003    0.003 backend_qt.py:1(<module>)
        1    0.013    0.013    0.013    0.013 backend_qt.py:100(_create_qApp)
        1    0.000    0.000    0.000    0.000 backend_qt.py:1006(SaveFigureQt)
        1    0.000    0.000    0.000    0.000 backend_qt.py:1012(SetCursorQt)
        1    0.000    0.000    0.000    0.000 backend_qt.py:1019(RubberbandQt)
        1    0.000    0.000    0.000    0.000 backend_qt.py:1029(HelpQt)
        1    0.000    0.000    0.000    0.000 backend_qt.py:1034(ToolCopyToClipboardQT)
        1    0.000    0.000    0.000    0.000 backend_qt.py:1047(_BackendQT)
        1    0.000    0.000    0.000    0.000 backend_qt.py:157(_allow_super_init)
        1    0.000    0.000    0.000    0.000 backend_qt.py:197(TimerQT)
        1    0.000    0.000    0.000    0.000 backend_qt.py:226(FigureCanvasQT)
        1    0.000    0.000    0.000    0.000 backend_qt.py:230(<dictcomp>)
        1    0.000    0.000    0.014    0.014 backend_qt.py:240(__init__)
        2    0.000    0.000    0.000    0.000 backend_qt.py:279(set_cursor)
        1    0.000    0.000    0.001    0.001 backend_qt.py:28(<dictcomp>)
        1    0.000    0.000    0.000    0.000 backend_qt.py:375(sizeHint)
        1    0.000    0.000    0.000    0.000 backend_qt.py:438(draw)
        1    0.000    0.000    0.000    0.000 backend_qt.py:516(MainWindow)
        1    0.000    0.000    0.000    0.000 backend_qt.py:519(closeEvent)
        1    0.000    0.000    0.000    0.000 backend_qt.py:524(FigureManagerQT)
        1    0.006    0.006    0.037    0.037 backend_qt.py:538(__init__)
        1    0.000    0.000    0.000    0.000 backend_qt.py:590(_widgetclosed)
        1    0.000    0.000    0.006    0.006 backend_qt.py:602(_get_toolbar)
        1    0.000    0.000    0.000    0.000 backend_qt.py:629(destroy)
        1    0.000    0.000    0.000    0.000 backend_qt.py:643(set_window_title)
        1    0.000    0.000    0.000    0.000 backend_qt.py:647(NavigationToolbar2QT)
        1    0.000    0.000    0.000    0.000 backend_qt.py:653(<listcomp>)
        1    0.000    0.000    0.006    0.006 backend_qt.py:657(__init__)
        8    0.004    0.001    0.005    0.001 backend_qt.py:697(_icon)
        1    0.000    0.000    0.000    0.000 backend_qt.py:73(<listcomp>)
        2    0.000    0.000    0.000    0.000 backend_qt.py:822(set_history_buttons)
        1    0.000    0.000    0.000    0.000 backend_qt.py:83(<dictcomp>)
        1    0.000    0.000    0.000    0.000 backend_qt.py:831(SubplotToolQt)
        1    0.000    0.000    0.000    0.000 backend_qt.py:929(ToolbarQt)
        1    0.000    0.000    0.000    0.000 backend_qt.py:997(ConfigureSubplotsQt)
        1    0.000    0.000    0.073    0.073 backend_qtagg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_qtagg.py:17(FigureCanvasQTAgg)
        1    0.000    0.000    0.014    0.014 backend_qtagg.py:19(__init__)
        1    0.000    0.000    1.497    1.497 backend_qtagg.py:84(print_figure)
        1    0.000    0.000    0.000    0.000 backend_qtagg.py:89(_BackendQTAgg)
        1    0.000    0.000    0.000    0.000 basePen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 basePen.py:126(NullPen)
        1    0.000    0.000    0.000    0.000 basePen.py:153(LoggingPen)
        1    0.000    0.000    0.000    0.000 basePen.py:159(MissingComponentError)
        1    0.000    0.000    0.000    0.000 basePen.py:163(DecomposingPen)
        1    0.000    0.000    0.000    0.000 basePen.py:202(BasePen)
        1    0.000    0.000    0.000    0.000 basePen.py:385(_TestPen)
        1    0.000    0.000    0.000    0.000 basePen.py:47(PenError)
        1    0.000    0.000    0.000    0.000 basePen.py:51(AbstractPen)
        1    0.000    0.000    0.001    0.001 bezierTools.py:1(<module>)
        1    0.000    0.000    0.002    0.002 boundsPen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boundsPen.py:68(BoundsPen)
        1    0.000    0.000    0.000    0.000 boundsPen.py:9(ControlBoundsPen)
        2    0.000    0.000    0.011    0.005 builder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builder.py:1026(MarkMarkPosBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:1098(ReverseChainSingleSubstBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:1155(SingleSubstBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:1201(ClassPairPosSubtableBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:123(LookupBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:1265(PairPosBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:1391(SinglePosBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:222(AlternateSubstBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:2565(ClassDefBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:271(ChainContextualRule)
        1    0.000    0.000    0.000    0.000 builder.py:279(ChainContextualRuleset)
        1    0.000    0.000    0.000    0.000 builder.py:329(ChainContextualBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:652(ChainContextPosBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:697(ChainContextSubstBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:758(LigatureSubstBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:804(MultipleSubstBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:842(CursivePosBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:895(MarkBasePosBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:958(MarkLigPosBuilder)
        1    0.000    0.000    0.004    0.004 cElementTree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:644(timegm)
        1    0.000    0.000    0.041    0.041 cff.py:1(<module>)
        9    0.000    0.000    0.000    0.000 cff.py:10(wrapper)
        1    0.000    0.000    0.000    0.000 cff.py:206(_MarkingT2Decompiler)
        1    0.000    0.000    0.000    0.000 cff.py:225(_DehintingT2Decompiler)
        1    0.000    0.000    0.000    0.000 cff.py:227(Hints)
        1    0.000    0.000    0.000    0.000 cff.py:27(_ClosureGlyphsT2Decompiler)
